Instance,datetime,WS,WD,FireScenario
CHI2015,21-01-2014 16:00,16.2,292,1
CHI2015,21-01-2014 17:00,16.2,292,1
CHI2015,21-01-2014 18:00,14.4,292,1
CHI2015,21-01-2014 19:00,16.2,292,1
CHI2015,21-01-2014 20:00,14.4,315,1
CHI2015,21-01-2014 21:00,14.4,315,1
CHI2015,21-01-2014 22:00,12.96,315,1
CHI2015,21-01-2014 23:00,14.4,315,1
CHI2015,22-01-2014 0:00,17.64,292,1
CHI2015,22-01-2014 1:00,17.64,270,1
CHI2015,22-01-2014 2:00,16.2,270,1
CHI2015,22-01-2014 3:00,16.2,270,1
CHI2015,22-01-2014 4:00,16.2,270,1
CHI2015,22-01-2014 5:00,16.2,247,1
CHI2015,22-01-2014 6:00,11.16,225,1
CHI2015,22-01-2014 7:00,12.96,337,1
CHI2015,22-01-2014 8:00,7.92,315,1
CHI2015,22-01-2014 9:00,9.72,292,1
CHI2015,22-01-2014 10:00,6.48,315,1
CHI2015,22-01-2014 11:00,6.48,292,1
CHI2015,22-01-2014 12:00,6.48,225,1
CHI2015,22-01-2014 13:00,12.96,315,1
CHI2015,22-01-2014 14:00,12.96,315,1
CHI2015,22-01-2014 15:00,9.72,303.5,1
CHI2015,22-01-2014 16:00,6.48,292,1
CHI2015,22-01-2014 17:00,6.48,292,1
CHI2015,22-01-2014 18:00,6.94285714285714,295.285714285714,1
CHI2015,22-01-2014 19:00,7.40571428571429,298.571428571429,1
CHI2015,22-01-2014 20:00,7.86857142857143,301.857142857143,1
CHI2015,22-01-2014 21:00,8.33142857142857,305.142857142857,1
CHI2015,22-01-2014 22:00,8.79428571428572,308.428571428571,1
CHI2015,22-01-2014 23:00,9.25714285714286,311.714285714286,1
CHI2015,23-01-2014 0:00,9.72,315,1
CHI2015,23-01-2014 1:00,6.48,337,1
CHI2015,23-01-2014 2:00,4.68,315,1
CHI2015,23-01-2014 3:00,4.68,337,1
CHI2015,23-01-2014 4:00,4.68,337,1
CHI2015,23-01-2014 5:00,6.48,337,1
CHI2015,23-01-2014 6:00,6.48,337,1
CHI2015,23-01-2014 7:00,6.48,337,1
CHI2015,23-01-2014 8:00,6.48,315,1
CHI2015,23-01-2014 9:00,11.16,337,1
CHI2015,23-01-2014 10:00,9.72,315,1
CHI2015,23-01-2014 11:00,11.16,315,1
CHI2015,23-01-2014 12:00,7.92,315,1
CHI2015,23-01-2014 13:00,12.96,315,1
CHI2015,23-01-2014 14:00,16.2,315,1
CHI2015,23-01-2014 15:00,19.44,292,1
CHI2015,23-01-2014 16:00,19.44,315,1
CHI2015,23-01-2014 17:00,14.4,315,1
CHI2015,23-01-2014 18:00,11.16,292,1
CHI2015,23-01-2014 19:00,12.96,337,1
